45001;10001;Albiano Magra;0
45001;10002;Aulla;1
45001;10003;Bibola;0
45001;10004;Bigliolo;0
45001;10005;Canova;0
45001;10006;Caprigliola;0
45001;10007;Gorasco;0
45001;10008;Olivola;0
45001;10009;Pallerone;0
45001;10010;Quercia;0
45001;10011;Ripa;0
45001;10012;Serricciolo;0
45001;10013;Vecchietto;0
45001;20001;Bardine;0
45001;20002;Barisello;0
45001;20003;Bettola;0
45001;20004;Bondola;0
45001;20005;Cadodolo;0
45001;20006;Fertigliana;0
45001;20007;Isola;0
45001;20008;Malacosta;0
45001;20009;Pomarino;0
45001;20010;Saldina;0
45001;20011;Sanacco;0
45001;20012;Stadano;0
45001;20013;Stazione di Caprigliola-Albiano;0
45001;20014;Vaccareccia;0
45001;20015;Valenza;0
45001;20016;Verpiana;0
45001;20017;Villanova;0
45002;10001;Bagnone;1
45002;10002;Castiglione;0
45002;10003;Corlaga;0
45002;10004;Corvarola;0
45002;10005;Gabbiana;0
45002;10006;Groppo;0
45002;10007;Iera;0
45002;10008;Lusana;0
45002;10009;Mochignano di Sopra;0
45002;10010;Mochignano di Sotto;0
45002;10011;Orturano;0
45002;10012;Pastina;0
45002;10013;Pieve;0
45002;10014;Treschietto;0
45002;10015;Vico;0
45002;20001;Agnetta;0
45002;20003;Canale;0
45002;20004;Canneto;0
45002;20006;Collesino;0
45002;20007;Compione;0
45002;20008;Monterole;0
45002;20009;Nezzana;0
45002;20011;Stazzone;0
45002;20012;Valle-Montale;0
45002;20013;Vespeno;0
45002;20014;Leugio;0
45002;20015;Via della Stazione;0
45002;24902;Biglio;0
45002;24905;Cassolana;0
45003;10001;Bedizzano;0
45003;10002;Bergiola;0
45003;10003;Carrara;1
45003;10004;Castelpoggio;0
45003;10005;Codena;0
45003;10006;Colonnata;0
45003;10007;Fontia;0
45003;10008;Gragnana;0
45003;10009;Miseglia;0
45003;10010;Sorgnano;0
45003;10011;Torano;0
45003;20001;La Foce;0
45003;20002;Canaletto;0
45003;20003;Noceto;0
45003;20004;Localitˆ Quarceta;0
45003;20005;Localitˆ Casalecchia;0
45004;10001;Argigliano;0
45004;10002;Casciana;0
45004;10003;Casola in Lunigiana;1
45004;10004;Codiponte;0
45004;10006;Luscignano;0
45004;10007;Regnano-Villa;0
45004;10008;Reusa;0
45004;10009;Ugliancaldo;0
45004;10010;Vigneta;0
45004;20001;Castiglioncello;0
45004;20003;Montefiore;0
45004;20004;Regnano-Castello;0
45004;20005;Vedriano;0
45005;10001;Comano;1
45005;10002;Crespiano;0
45005;20001;Camporaghena;0
45005;20002;Castello;0
45005;20003;Castello di Camporaghena;0
45005;20004;Cattognano;0
45005;20005;Croce;0
45005;20007;La Greta;0
45005;20009;Montale;0
45005;20010;Piano;0
45005;20011;Prota;0
45005;24912;Torsana;0
45005;24915;Piagneto;0
45005;24916;Casa Pelati;0
45005;24917;Canola;0
45005;24918;Groppo San Pietro;0
45005;24919;Scanderaruola;0
45005;24920;Lagastrello;0
45006;10001;Cantiere-Ponticello;0
45006;10002;Caprio;0
45006;10003;Cavallana;0
45006;10004;Filattiera;1
45006;10005;Gigliana;0
45006;10006;Migliarina;0
45006;10007;Rocca Sigillina;0
45006;10008;Scorcetoli-Monteluscio;0
45006;10009;Serravalle;0
45006;20001;Arnuzzolo;0
45006;20002;Calizzana;0
45006;20003;Canale;0
45006;20004;Macerie;0
45006;20006;Pala;0
45006;20007;Posponte di Lusignana;0
45006;20008;Rottigliana di Sotto;0
45006;20009;Tarasco;0
45006;20010;Vignolo di Lusignana;0
45007;10001;Agnino;0
45007;10002;Aiola;0
45007;10003;Bardine di San Terenzo;0
45007;10004;Campiglione-Vezzanello;0
45007;10005;Cecina;0
45007;10006;Ceserano;0
45007;10007;Colla;0
45007;10008;Collegnago;0
45007;10009;Cortila;0
45007;10010;Equi Terme;0
45007;10011;Fivizzano;1
45007;10012;Gassano;0
45007;10013;Gragnola;0
45007;10014;Magliano;0
45007;10015;Mezzana-Monte de' Bianchi;0
45007;10016;Molina di Equi Terme;0
45007;10017;Moncigoli;0
45007;10018;Monzone;0
45007;10019;Piano di Collecchia;0
45007;10020;Pognana;0
45007;10021;Posara;0
45007;10022;Rometta;0
45007;10023;San Terenzo Monti;0
45007;10024;Sassalbo;0
45007;10025;Soliera;0
45007;10026;Tenerano;0
45007;10027;Viano;0
45007;10028;Vinca;0
45007;20001;Alebbio;0
45007;20002;Antigo;0
45007;20003;Arlia;0
45007;20004;Bardine;0
45007;20006;Casa Giannino;0
45007;20007;Casetta;0
45007;20008;Caugliano;0
45007;20009;Certardola-Motta;0
45007;20010;Collecchia;0
45007;20011;Colle di Cerignano;0
45007;20012;Colognola;0
45007;20013;Cormezzano;0
45007;20014;Corsano;0
45007;20015;Cotto;0
45007;20016;Debic˜;0
45007;20018;Fazzano;0
45007;20019;Folegnano;0
45007;20020;Gallogna;0
45007;20021;Groppoli;0
45007;20022;Isolano;0
45007;20023;La Funicolare;0
45007;20024;La Giunca-Mozzano;0
45007;20025;La Traggiara;0
45007;20026;Lorano;0
45007;20027;Maglietola;0
45007;20028;Mommio;0
45007;20029;Montecurto;0
45007;20030;Montevalese;0
45007;20032;Panigaletto;0
45007;20033;Pian di Molino;0
45007;20034;Pieve San Paolo;0
45007;20035;P˜;0
